from,to,type
Q75266673,Q7965192,spouse_p26
Q8007781,Q87653589,spouse_p26
Q76289449,Q8009133,spouse_p26
Q76344992,Q8009133,spouse_p26
Q88218120,Q88218243,spouse_p26
Q90162863,Q90163404,spouse_p26
Q92464290,Q97748633,spouse_p26
Q92464290,Q97749941,spouse_p26
Q92597022,Q96311724,spouse_p26
Q4239903,Q92759,spouse_p26
Q22244566,Q92759,spouse_p26
Q22244570,Q92759,spouse_p26
Q22244572,Q92759,spouse_p26
Q96075441,Q96075442,spouse_p26
Q96075542,Q96075543,spouse_p26
Q96075552,Q96075553,spouse_p26
Q96198428,Q96198429,spouse_p26
Q96201179,Q96201191,spouse_p26
Q96219145,Q96219146,spouse_p26
Q98967065,Q98967081,spouse_p26
Q75776427,Q99800348,spouse_p26
Q99800348,Q99800370,spouse_p26
Q99804061,Q99804119,spouse_p26
Q99804077,Q99804088,spouse_p26
Q101422841,Q101422842,spouse_p26
Q102522194,Q96376783,spouse_p26
Q104473733,Q104473746,spouse_p26
Q101568120,Q1045098,spouse_p26
Q105790237,Q105790239,spouse_p26
Q105821250,Q105821251,spouse_p26
Q116168741,Q116168743,spouse_p26
Q124704707,Q124704715,spouse_p26
Q131447977,Q136384872,spouse_p26
Q134471606,Q370866,spouse_p26
Q14940017,Q52514942,spouse_p26
Q16152750,Q87842784,spouse_p26
Q16213193,Q16863406,spouse_p26
Q1701151,Q252569,spouse_p26
Q17138647,Q17138972,spouse_p26
Q17139915,Q17140018,spouse_p26
Q17140018,Q76112600,spouse_p26
Q18203821,Q18535828,spouse_p26
Q18531404,Q76297255,spouse_p26
Q11801028,Q18576361,spouse_p26
Q18672778,Q75238182,spouse_p26
Q18810612,Q75870105,spouse_p26
Q18922323,Q75527834,spouse_p26
Q20065311,Q75560941,spouse_p26
Q20713522,Q76000320,spouse_p26
Q2159225,Q75254060,spouse_p26
Q2159225,Q76316256,spouse_p26
Q102400428,Q22276670,spouse_p26
Q23011254,Q84766147,spouse_p26
Q23661898,Q4726026,spouse_p26
Q21997695,Q24524594,spouse_p26
Q25712290,Q75529116,spouse_p26
Q26218366,Q4529808,spouse_p26
Q26218366,Q6222586,spouse_p26
Q27493894,Q76112239,spouse_p26
Q27978779,Q75271912,spouse_p26
Q27978779,Q75271915,spouse_p26
Q20900224,Q292708,spouse_p26
Q317279,Q6759490,spouse_p26
Q18576850,Q44507372,spouse_p26
Q44507372,Q52435805,spouse_p26
Q4772162,Q75254427,spouse_p26
Q4772765,Q75275166,spouse_p26
Q4772765,Q76154830,spouse_p26
Q297765,Q484669,spouse_p26
Q51857953,Q75400606,spouse_p26
Q22910719,Q5233363,spouse_p26
Q5339478,Q76278018,spouse_p26
Q5341845,Q76345442,spouse_p26
Q5354429,Q6265670,spouse_p26
Q5362663,Q6257376,spouse_p26
Q18821833,Q58327962,spouse_p26
Q58327962,Q76357087,spouse_p26
Q61895868,Q61895869,spouse_p26
Q3990738,Q61911816,spouse_p26
Q22998082,Q61913325,spouse_p26
Q61913375,Q7351173,spouse_p26
Q61927402,Q647319,spouse_p26
Q61927402,Q75574015,spouse_p26
Q61962934,Q61962935,spouse_p26
Q16840267,Q61963533,spouse_p26
Q6205590,Q8020750,spouse_p26
Q6228565,Q75718884,spouse_p26
Q6228565,Q75718889,spouse_p26
Q6236610,Q75674460,spouse_p26
Q16863806,Q6240151,spouse_p26
Q6256452,Q76166111,spouse_p26
Q6257124,Q76281840,spouse_p26
Q6257376,Q75267318,spouse_p26
Q6739909,Q75387346,spouse_p26
Q6758768,Q75387589,spouse_p26
Q6792880,Q75621355,spouse_p26
Q6792880,Q75926348,spouse_p26
Q1766277,Q715792,spouse_p26
Q102196997,Q7173047,spouse_p26
Q102197014,Q7173047,spouse_p26
Q6759979,Q720766,spouse_p26
Q720766,Q96076105,spouse_p26
Q720766,Q96076106,spouse_p26
Q720766,Q96076107,spouse_p26
Q7287258,Q76100364,spouse_p26
Q7287258,Q76183954,spouse_p26
Q28082337,Q7308908,spouse_p26
Q61911822,Q7308908,spouse_p26
Q6204778,Q7326109,spouse_p26
Q61911770,Q7326109,spouse_p26
Q61911828,Q7345699,spouse_p26
Q7351373,Q76215138,spouse_p26
Q101567015,Q736477,spouse_p26
Q5814872,Q75239847,spouse_p26
Q75240092,Q75397024,spouse_p26
Q75241172,Q75241291,spouse_p26
Q75241175,Q7793026,spouse_p26
Q75241193,Q75765089,spouse_p26
Q75241287,Q75241326,spouse_p26
Q75248129,Q75248199,spouse_p26
Q75248195,Q75248198,spouse_p26
Q75248201,Q75248208,spouse_p26
Q75248237,Q75248270,spouse_p26
Q75248362,Q7528475,spouse_p26
Q75251080,Q75266655,spouse_p26
Q456361,Q75253659,spouse_p26
Q75254414,Q75257135,spouse_p26
Q75254087,Q75257696,spouse_p26
Q75254037,Q75268130,spouse_p26
Q75268879,Q75268928,spouse_p26
Q75279212,Q75285949,spouse_p26
Q6128966,Q75299012,spouse_p26
Q75299336,Q75299337,spouse_p26
Q75382824,Q7787379,spouse_p26
Q273111,Q75387414,spouse_p26
Q75387556,Q75387654,spouse_p26
Q75387654,Q76201105,spouse_p26
Q75389438,Q75389443,spouse_p26
Q75389481,Q76273185,spouse_p26
Q75401045,Q75675995,spouse_p26
Q6772037,Q75418817,spouse_p26
Q75420110,Q75420111,spouse_p26
Q75420130,Q75420131,spouse_p26
Q75433098,Q75433099,spouse_p26
Q75433099,Q75965598,spouse_p26
Q29029642,Q75443650,spouse_p26
Q75446938,Q75771238,spouse_p26
Q16191373,Q75453577,spouse_p26
Q26203956,Q75464102,spouse_p26
Q18674357,Q75464240,spouse_p26
Q75508292,Q75508293,spouse_p26
Q75517090,Q75517094,spouse_p26
Q4772299,Q75517581,spouse_p26
Q75520983,Q75520996,spouse_p26
Q28080085,Q75521423,spouse_p26
Q75523325,Q7791915,spouse_p26
Q75541548,Q75541551,spouse_p26
Q75541548,Q75541553,spouse_p26
Q75552091,Q75552093,spouse_p26
Q75553850,Q75556560,spouse_p26
Q6256800,Q75558031,spouse_p26
Q6263491,Q75558031,spouse_p26
Q16198725,Q75558031,spouse_p26
Q75565176,Q7787982,spouse_p26
Q75586467,Q75586469,spouse_p26
Q75488616,Q75587674,spouse_p26
Q75587674,Q75587675,spouse_p26
Q75610279,Q75925436,spouse_p26
Q3181798,Q75616820,spouse_p26
Q5076484,Q75624098,spouse_p26
Q6241766,Q75624098,spouse_p26
Q75645577,Q75646027,spouse_p26
Q75673551,Q75674916,spouse_p26
Q18672663,Q75675922,spouse_p26
Q75764950,Q75764956,spouse_p26
Q75765694,Q75765696,spouse_p26
Q75769369,Q75769371,spouse_p26
Q75463795,Q75771276,spouse_p26
Q75772944,Q75772979,spouse_p26
Q75774931,Q75774933,spouse_p26
Q75775733,Q75775745,spouse_p26
Q28092202,Q75776170,spouse_p26
Q75791759,Q75791763,spouse_p26
Q75791769,Q75791771,spouse_p26
Q75791771,Q75792225,spouse_p26
Q75794045,Q75794047,spouse_p26
Q75794045,Q75794134,spouse_p26
Q75794057,Q75794074,spouse_p26
Q75793843,Q75794120,spouse_p26
Q75795926,Q75795927,spouse_p26
Q11803876,Q75811441,spouse_p26
Q18159808,Q75811446,spouse_p26
Q75926037,Q75926040,spouse_p26
Q75926350,Q75926414,spouse_p26
Q75926351,Q75927203,spouse_p26
Q75926791,Q75926793,spouse_p26
Q75927660,Q75927661,spouse_p26
Q75927694,Q76329870,spouse_p26
Q75933740,Q75933747,spouse_p26
Q75955682,Q75955684,spouse_p26
Q75958837,Q75958840,spouse_p26
Q75961237,Q75961241,spouse_p26
Q6017554,Q75965997,spouse_p26
Q75965997,Q75965999,spouse_p26
Q75972656,Q75972660,spouse_p26
Q75972670,Q75972671,spouse_p26
Q75972738,Q75972740,spouse_p26
Q75972748,Q75972750,spouse_p26
Q75972849,Q75972853,spouse_p26
Q18762009,Q75981774,spouse_p26
Q75931259,Q76021497,spouse_p26
Q76048559,Q76048561,spouse_p26
Q76048563,Q76048570,spouse_p26
Q76048571,Q76048583,spouse_p26
Q75290357,Q7607464,spouse_p26
Q75418799,Q7607464,spouse_p26
Q75418801,Q7607464,spouse_p26
Q18577250,Q76101065,spouse_p26
Q76154646,Q76154647,spouse_p26
Q75520729,Q76154851,spouse_p26
Q76154864,Q76154870,spouse_p26
Q76154879,Q76154881,spouse_p26
Q76154931,Q7965191,spouse_p26
Q76157543,Q76157544,spouse_p26
Q76157546,Q76157547,spouse_p26
Q75826641,Q76164984,spouse_p26
Q76165879,Q76165885,spouse_p26
Q76169674,Q76169677,spouse_p26
Q76174313,Q76345438,spouse_p26
Q76183945,Q76297516,spouse_p26
Q76183949,Q76183950,spouse_p26
Q25172124,Q76183957,spouse_p26
Q75453886,Q76183957,spouse_p26
Q75933206,Q76183957,spouse_p26
Q76183965,Q76345431,spouse_p26
Q76201130,Q76201132,spouse_p26
Q76214372,Q76214377,spouse_p26
Q76214372,Q76214383,spouse_p26
Q76218732,Q76218735,spouse_p26
Q76241014,Q76241015,spouse_p26
Q6257143,Q76248176,spouse_p26
Q76169679,Q76253975,spouse_p26
Q76253975,Q76253978,spouse_p26
Q75655624,Q76263773,spouse_p26
Q76157500,Q76268796,spouse_p26
Q76273180,Q76273227,spouse_p26
Q75861426,Q76273231,spouse_p26
Q76277947,Q76277948,spouse_p26
Q76277950,Q76277952,spouse_p26
Q75446288,Q76297251,spouse_p26
Q76322599,Q76322600,spouse_p26
Q76323842,Q96075538,spouse_p26
Q7025738,Q76328218,spouse_p26
Q75321961,Q76331438,spouse_p26
Q16203498,Q76331526,spouse_p26
Q76344535,Q76344536,spouse_p26
Q76345013,Q76345016,spouse_p26
Q76345433,Q76345435,spouse_p26
Q27891062,Q76345437,spouse_p26
Q76345439,Q76345441,spouse_p26
Q76345443,Q76345445,spouse_p26
Q76345450,Q76345451,spouse_p26
Q76345465,Q76345467,spouse_p26
Q76356343,Q96075766,spouse_p26
Q76358863,Q76358864,spouse_p26
Q76359825,Q76359829,spouse_p26
Q76337448,Q7789832,spouse_p26
Q76337451,Q7789832,spouse_p26
Q75613014,Q7794998,spouse_p26
Q75271890,Q7795453,spouse_p26
Q76323191,Q7964279,spouse_p26
Q565662,Q7964321,spouse_p26
Q75261366,Q7964321,spouse_p26
Q75926264,Q8007044,spouse_p26
Q75387497,Q83372603,spouse_p26
Q86530522,Q89267333,spouse_p26
Q92326920,Q92327665,spouse_p26
Q448289,Q934384,spouse_p26
Q87263926,Q96075919,spouse_p26
Q96075963,Q96075964,spouse_p26
Q96075967,Q96075968,spouse_p26
Q26821447,Q96076725,spouse_p26
Q96076725,Q96076726,spouse_p26
Q5339763,Q96077371,spouse_p26
Q91205397,Q96243838,spouse_p26
Q96338043,Q96338044,spouse_p26
NA,NA,sibling_p3373
Q15917318,Q16854050,sibling_p3373
Q17138715,Q4768427,sibling_p3373
Q18528815,Q18530152,sibling_p3373
Q18528815,Q75240505,sibling_p3373
Q18535774,Q317279,sibling_p3373
Q18546885,Q18681528,sibling_p3373
Q26709197,Q26710506,sibling_p3373
Q105270138,Q30302765,sibling_p3373
Q23784752,Q312556,sibling_p3373
Q1524089,Q348932,sibling_p3373
Q1702633,Q348932,sibling_p3373
Q348932,Q6205592,sibling_p3373
Q348932,Q6233263,sibling_p3373
Q292708,Q36215,sibling_p3373
Q22276668,Q36215,sibling_p3373
Q22276670,Q36215,sibling_p3373
Q47213,Q56222319,sibling_p3373
Q102197117,Q47213,sibling_p3373
Q4725858,Q715792,sibling_p3373
Q4725858,Q5362776,sibling_p3373
Q4725858,Q6205590,sibling_p3373
Q1045098,Q497827,sibling_p3373
Q5284,Q92466067,sibling_p3373
Q5284,Q92466304,sibling_p3373
Q52846541,Q5343554,sibling_p3373
Q5362776,Q715792,sibling_p3373
Q5362776,Q6205590,sibling_p3373
Q2379648,Q5363791,sibling_p3373
Q3432590,Q5363805,sibling_p3373
Q4502673,Q5363805,sibling_p3373
Q5363805,Q6077837,sibling_p3373
Q16823052,Q6793556,sibling_p3373
Q6793556,Q96075951,sibling_p3373
Q5354429,Q711992,sibling_p3373
Q6265597,Q711992,sibling_p3373
Q17138647,Q711992,sibling_p3373
Q18535667,Q7321853,sibling_p3373
Q289571,Q741784,sibling_p3373
Q484669,Q741784,sibling_p3373
Q736477,Q741784,sibling_p3373
Q75771276,Q76353305,sibling_p3373
Q6233259,Q7789607,sibling_p3373
Q7344361,Q8009090,sibling_p3373
Q16152750,Q90162863,sibling_p3373
Q6240151,Q91555999,sibling_p3373
Q91555997,Q91555999,sibling_p3373
Q161866,Q982472,sibling_p3373
Q231150,Q982472,sibling_p3373
Q236911,Q982472,sibling_p3373
Q456462,Q982472,sibling_p3373
Q535583,Q982472,sibling_p3373
Q544076,Q982472,sibling_p3373
Q660630,Q982472,sibling_p3373
Q18530884,Q982472,sibling_p3373
Q102433534,Q102433548,sibling_p3373
Q102433534,Q102433555,sibling_p3373
Q102433548,Q102433555,sibling_p3373
Q14940017,Q4772162,sibling_p3373
Q1701151,Q6739909,sibling_p3373
Q17138647,Q6265597,sibling_p3373
Q1840340,Q5233363,sibling_p3373
Q22276668,Q292708,sibling_p3373
Q22276668,Q22276670,sibling_p3373
Q22276670,Q292708,sibling_p3373
Q23011254,Q23011256,sibling_p3373
Q23011254,Q23011257,sibling_p3373
Q23011256,Q23011257,sibling_p3373
Q27493894,Q3431392,sibling_p3373
Q289571,Q484669,sibling_p3373
Q289571,Q736477,sibling_p3373
Q317279,Q7851359,sibling_p3373
Q4079744,Q7173047,sibling_p3373
Q4079744,Q7647504,sibling_p3373
Q484669,Q736477,sibling_p3373
Q5354429,Q6265597,sibling_p3373
Q6205590,Q715792,sibling_p3373
Q6240151,Q91555997,sibling_p3373
Q6256452,Q76323842,sibling_p3373
Q18811416,Q6257124,sibling_p3373
Q7173047,Q7647504,sibling_p3373
Q720766,Q76021497,sibling_p3373
Q92466067,Q92466304,sibling_p3373
